From_Key,To_Key,Cost_MS,Confidence_Samples
Period,Slash,117.00,50
Slash,KeyQ,130.00,50
Slash,KeyW,120.00,50
Slash,KeyE,100.00,50
Slash,KeyR,95.00,50
Slash,KeyT,110.00,50
Slash,KeyY,110.00,50
Slash,KeyU,95.00,50
Slash,KeyI,100.00,50
Slash,KeyO,120.00,50
Slash,KeyP,130.00,50
Slash,KeyA,125.00,50
Slash,KeyS,110.00,50
Slash,KeyD,92.50,50
Slash,KeyF,90.00,50
Slash,KeyG,102.50,50
Slash,KeyH,102.50,50
Slash,KeyJ,90.00,50
Slash,KeyK,92.50,50
Slash,KeyL,110.00,50
Slash,Semicolon,125.00,50
Slash,KeyZ,140.00,50
Slash,KeyX,130.00,50
Slash,KeyC,115.00,50
Slash,KeyV,110.00,50
Slash,KeyB,117.50,50
Slash,KeyN,105.75,50
Slash,KeyM,99.00,50
Slash,Comma,103.50,50
Slash,Period,117.00,50
Slash,Slash,140.00,50
